targetid,ra,dec,split
39627664926969869,54.09754156128625,-5.019848369809358,train
39627664931162473,54.25526531653922,-5.035456227453661,val
39627664935355936,54.4683246429028,-4.930455547411638,train
39627664947940846,55.33075981058521,-4.959463479544204,train
39627664947940939,55.33590279384093,-5.032134436062655,train
39627664960521109,55.95454136771149,-4.889471279584019,train
39627664960524862,56.1295253886771,-4.890043103466029,val
39627664968909573,56.42739079863686,-4.979233385275672,train
39627664977303087,57.10476134282515,-4.897788118529331,train
39627664981493270,57.21942755171501,-4.920447608879408,train
39627664985690549,57.60080518584641,-4.887650895841816,train
39627665002465018,58.48027544602056,-4.929470598604077,train
39627665019245075,59.61396938056935,-5.092118758715303,train
39627665023439395,59.90680151378267,-4.909108748258954,train
39627665027630031,59.96773428817858,-4.930770204267754,train
39627665048601087,61.19474305944341,-4.908384801926755,train
39627665052796719,61.51536806307575,-4.951762550979849,train
39627665056989453,61.68311133987347,-5.001530215954935,train
39627665056994086,61.88288455904951,-5.054589038198939,train
39627665065377928,62.17568932225524,-4.882958762337742,val
39627665065380599,62.2870739768922,-4.991603393914095,val
39627665069573342,62.47382354135095,-4.912551705079166,train
39627665086354691,63.6725877104006,-4.883652688553156,train
39627665111518144,65.05854380190857,-5.049318114573986,train
39627665111520469,65.15965838718448,-4.952528551702169,train
39627665124098128,65.68392811604876,-4.997817555077225,train
39627665124099337,65.72935589726877,-5.092261632675307,train
39627665124103703,65.90907348057506,-4.952603756086897,train
39627665128292475,65.93629884585972,-4.951758025911221,train
39627665132486726,66.18653805644811,-4.888383985975446,val
39627665136686268,66.68392728453676,-5.017980406038793,train
39627665140880571,66.91381190343276,-5.04361279459836,train
39627665166045082,68.32941372801974,-4.934365353334863,train
39627665170235468,68.44092095530597,-5.021123608330782,train
39627665170238352,68.551682210545,-5.097056159444774,val
39627665170239767,68.60608223320529,-4.920485123183099,train
39627665174432036,68.781527134552,-4.94258020343739,train
39627665187018669,69.6918585646483,-5.047652315101459,train
39627665195402727,70.01611303861324,-4.884433885250356,val
39627665203794901,70.66255133474459,-5.082233850238904,train
39627665216372997,71.2064002948514,-5.071051517217238,train
39627665224764562,71.82400536324305,-5.117377271656503,train
39627665233155022,72.38590629769352,-5.015046977718712,train
39627665233156415,72.44367461527831,-4.907383458870404,train
39627665245735074,73.0444483681639,-5.011550411328054,train
39627665249928834,73.28013066526276,-4.897809166454835,train
39627665249931686,73.4268744055844,-4.928620571830267,train
39627665258319073,73.84872687644307,-4.964209105282942,train
39627665266706021,74.27353436327915,-5.071843179420328,train
39627665270902513,74.62398276407583,-4.928372143544312,train
39627665275093139,74.71502223735939,-4.981096093397793,train
39627666168485117,128.3270441172776,-4.916501386310935,val
39627666168485212,128.3308688814377,-4.89350255632461,train
39627666181062742,128.8602063265058,-5.114060882907592,train
39627666181066886,129.0285447298366,-4.939701365093858,train
39627666197845258,130.0935879095374,-4.882982258756673,train
39627666206228746,130.3741444481892,-4.909929520487196,train
39627666214619895,130.9783347875639,-5.007757120562678,train
39627666218812302,131.1525861911044,-4.913226700681513,train
39627666231395245,131.9076235055082,-4.953945111334195,train
39627666231395815,131.9321928134287,-4.939463733353032,train
39627666248174682,132.9873327319603,-5.124061935312401,test
39627666256562776,133.4954251820353,-5.083966604377755,train
39627666260755282,133.6596900018751,-5.032963945264217,train
39627666269144395,134.1815477110815,-5.040249248146714,train
39627666277536679,134.8694841348194,-5.058835462042675,val
39627666285921714,135.2090279075005,-5.118278657718347,train
39627666285924692,135.3739015412795,-4.88866635379854,val
39627666290114598,135.3780774900673,-5.065035216649088,val
39627666290115129,135.4015872339145,-4.88887343204518,train
39627666311088369,136.7447812548644,-5.05578944480643,train
39627666319477862,137.280875600619,-5.09165503523024,train
39627666323672379,137.5078372229073,-4.894549847676878,train
39627666332060465,138.0005759635118,-5.05514811234046,train
39627666340450047,138.5527833651793,-4.946827878278304,train
39627666340450969,138.594021742279,-4.982568669003179,train
39627666353032532,139.286306559563,-4.954780064422025,train
39627666361418724,139.6823008140971,-4.948223740635908,train
39627666378196678,140.7198058965645,-5.116953778379449,val
39627666378197911,140.7789005934819,-4.877088009886824,train
39627666378199089,140.8348167564518,-4.99450851351121,train
39627666378199103,140.8353556072982,-4.994798174369981,train
39627666390780848,141.5513899687146,-4.910680347743203,train
39627666390782250,141.6225905979316,-5.113235300217319,train
39627666394975432,141.8163750604946,-4.922937084064753,train
39627666394975772,141.8338904052389,-5.048005597943571,train
39627666403360946,142.1532365425481,-5.03654501644354,train
39627666403361004,142.1555480299225,-5.016530030991275,train
39627666403362370,142.2138519979966,-5.122842567843638,train
39627666403362374,142.2139474010988,-5.122317684076722,train
39627666424335157,143.5700748488764,-4.911921226719602,val
39627666428527056,143.6726596849022,-4.921500702599248,train
39627666428528063,143.7251485253256,-4.896904392283456,train
39627666445307219,144.8451999742932,-4.996784875430742,train
39627666453694711,145.2666977677368,-5.03417591257588,train
39627666466280199,146.132354912013,-5.109880593181307,train
39627666474666504,146.5483847951562,-5.063036372273006,train
39627666478860680,146.7840651860852,-5.086452167072364,test
39627666495636414,147.6992479188589,-5.03755746401152,train
39627666504029246,148.4026980009854,-4.887838823249923,train
39627666508219233,148.4538383980585,-4.947798570001329,train
39627666508220063,148.4950325377847,-4.924681529923131,train
39627666508220070,148.4953695505166,-4.925611335767611,val
39627666508221243,148.5568295662996,-4.974906469732891,train
39627666516611990,149.1255876350796,-4.888101139880505,test
39627666520803738,149.2631823394956,-4.959279237677555,train
39627666524996168,149.4366486394643,-4.994440657917984,train
39627666541774351,150.4918045846987,-5.049951347279616,train
39627666545968636,150.7485466767877,-5.086248464812859,train
39627666545971389,150.8707353729502,-5.084235077854053,train
39627666545972584,150.9170825459054,-5.021200904806448,train
39627666550162529,150.9670703884345,-5.068739578650128,train
39627666571137714,152.4069589698873,-5.046985287982451,train
39627666575330954,152.5887906657823,-5.00438838174606,train
39627666579526573,152.8653843780539,-5.093889956194177,train
39627666583716984,152.9688676420213,-5.054922564728514,test
39627666587913790,153.339904191608,-4.934463819803261,train
39627666617273796,155.1222114064323,-4.908950204497248,train
39627666629857417,155.8631806292746,-4.998602314856394,train
39627666642440316,156.6215737768539,-5.005372318922936,train
39627666650827866,157.1047758200204,-4.945735696647834,train
39627666650827874,157.1051121667336,-4.945599287911068,train
39627666650827880,157.1052535608188,-4.945361162919171,train
39627666655019121,157.1902469739454,-4.950903249880817,train
39627666655021852,157.3023431930864,-5.114359639338451,train
39627666692768617,159.4905322717475,-5.077279174547887,train
39627666701160864,160.1750512747273,-4.939756991720359,train
39627666717937801,161.1551573956698,-5.030452712547652,val
39627666738909458,162.4283316802657,-4.959533026450853,train
39627666747298616,162.9270497154383,-4.875958213400565,train
39627666759877374,163.4906417610434,-5.009046457019635,val
39627666759881379,163.6899956298579,-5.117613900946949,train
39627666772460154,164.2254679538641,-4.937074056513871,val
39627666776657237,164.6003959248469,-4.942741816734264,train
39627666776657611,164.6173026672889,-5.055878117247371,train
39627666776658304,164.6461385097589,-4.927488592819468,train
39627666780851227,164.8428283813813,-5.037591839801613,train
39627666780851234,164.8430855974247,-5.035857917970697,test
39627666793434015,165.6178763554049,-5.01774634867761,train
39627666797629614,165.9081848545861,-5.052012334196665,test
39627666806018211,166.4126287196011,-4.878665814460732,train
39627666814405945,166.854145823256,-4.996234519657572,train
39627666843763663,168.5135703610925,-5.043078552855596,train
39627666843764213,168.5380702608364,-4.971045540750103,test
39627666843767563,168.6844214067106,-4.898349139157327,train
39627666856349666,169.3997504995991,-4.875766890523672,train
39627666873124826,170.2959466228334,-5.083866466652964,train
39627666873127860,170.413981989698,-4.89700332768036,train
39627666873127865,170.4141287152902,-4.897186066933251,test
39627666881516332,170.9358214981091,-4.97173724423222,train
39627666894098424,171.6423418052323,-4.977538813113707,train
39627666915067199,172.7792758431066,-5.079056717192694,train
39627666915069247,172.8656066283136,-5.082866785553163,train
39627666915069386,172.8708773476841,-4.938578438628213,train
39627666923457544,173.3653389753991,-5.050148613855889,train
39627666931843699,173.7622146994381,-5.073019766828531,train
39627666931846066,173.8676453997437,-5.108174473629514,val
39627666931846960,173.9065164192171,-5.12330587757662,train
39627666931847014,173.9088872567154,-5.123944996811361,train
39627666965398111,175.7702677478981,-5.037443058684943,val
39627666973788649,176.3371237149025,-4.900602036434975,train
39627666986375269,177.2105872096537,-5.080629117104646,test
39627666990569381,177.4587559919247,-4.938453997747021,train
39627666998952453,177.7632256904693,-4.926116665420738,val
39627667003146649,178.0131141646968,-5.092313562055563,train
39627667011540632,178.7242439676269,-5.01273619090431,val
39627667015732035,178.8533432034497,-5.086387032051989,train
39627667032511236,179.9311389025919,-5.006523415637801,val
39627667045094185,180.6759520221631,-5.115063207157206,test
39627667045094998,180.7066015637805,-5.101072761518715,val
39627667049283651,180.7526640694649,-4.892757221947814,train
39627667091227038,183.2740792434469,-5.034219875648381,train
39627667091228260,183.3240815784659,-4.9093745585249,train
39627667095422803,183.5781349428725,-4.898224926427714,train
39627667112200566,184.610190657325,-5.059972600607403,train
39627667112202888,184.7002318191454,-4.932136526371409,train
39627667112203942,184.7432293348611,-5.020807413662597,train
39627667116393185,184.784443840528,-4.916767308039183,train
39627667116395626,184.8872872012437,-4.898486492526673,train
39627667120590496,185.1627352637446,-4.954564808512568,train
39627667128978141,185.6314373671477,-4.891349710531236,test
39627667137364865,186.055711399798,-5.049869351413174,train
39627667137367258,186.1663147617539,-5.123381846318547,train
39627667162531733,187.6099988681989,-4.97616697774922,train
39627667162533451,187.6876893222206,-4.920887492402049,val
39627667166728122,187.9533127159178,-5.104241274230343,train
39627667175116841,188.4436054196519,-5.075196476269616,train
39627667187701502,189.2623287900197,-5.018131096857342,train
39627667196088403,189.7253777243254,-5.122000231497077,train
39627667204473718,190.0674160077722,-5.014604980280516,train
39627667204475413,190.1369641208292,-5.05123506971811,train
39627667221252000,191.1139314314906,-4.887901831116872,train
39627667221255633,191.2688228105054,-4.890542970863486,train
39627667229643692,191.7466673982623,-5.110113440377662,train
39627667233836352,191.9239566436487,-4.943972291712162,val
39627667238028266,192.076996111673,-4.900993971072277,val
39627667238029821,192.1397374426781,-5.034025716532844,train
39627667238029829,192.1401544431127,-5.03404966541025,train
39627667254806142,193.1152029284794,-4.970327750261467,train
39627667258999691,193.3311855646353,-4.930939611172838,test
39627667263194596,193.6062684355411,-4.965477096547983,train
39627667263195076,193.6273560703148,-5.047004020897101,test
39627667263198403,193.7728341574569,-5.105799347335444,train
39627667271582034,194.0487324926374,-4.990670811497578,train
39627667275778168,194.3697014155811,-4.988143644998316,train
39627667279972513,194.6290750392527,-4.896938430924116,train
39627667279972517,194.6291029251261,-4.896941006135417,train
39627667279973333,194.6650887376676,-4.925615630687769,train
39627667279973967,194.6936029689919,-4.918714359921768,train
39627667279974571,194.7233280490535,-5.101697342298904,train
39627667279975647,194.7720550273071,-5.000228804814376,train
39627667292554330,195.3432967428553,-4.905249381135771,train
39627667292555997,195.4187313830639,-5.119462873111496,val
39627667296751965,195.7346027608057,-4.956109770633515,train
39627667300945840,196.0003803895812,-5.025340875079957,train
39627667309331044,196.3185577247641,-4.911719454048469,train
39627667313528339,196.7210552482906,-4.885062784244708,test
39627667317722331,196.9412370152701,-5.100403040466702,test
39627667321914070,197.0745831937674,-5.0724120804528,train
39627667321916741,197.1836601722668,-5.090352256032079,train
39627667326108844,197.3470256419631,-4.887742092846193,train
39627667330305895,197.7242873782641,-5.012512547320792,train
39627667338694306,198.2148400278074,-5.044740316435266,train
39627667338694495,198.2232896212801,-4.989034308428415,train
39627667342889184,198.4896884692423,-5.016178843138575,train
39627667347083391,198.7486974140644,-5.035341270116021,train
39627667347083629,198.7599244561872,-5.057161839597255,train
39627667355469169,199.125608385323,-5.004518034899878,train
39627667355470160,199.1783865479301,-5.120905692220966,train
39627667359662322,199.3146281145895,-4.884035446774188,train
39627667368054732,200.003986779553,-5.054026799427454,train
39627667376442811,200.4889995591555,-4.884079910224799,train
39627667397411810,201.6199964907076,-4.894137291109566,train
39627667401607132,201.9353474021719,-4.884178756835604,train
39627667401609333,202.0579244549724,-5.034292580955081,train
39627667405802659,202.2472857781148,-5.0318964467015,train
39627667418382624,202.8242072879674,-4.993344462323775,train
39627667418383748,202.8811068010088,-4.890364790325859,train
39627667418385141,202.9495916039644,-4.917619499429778,train
39627667418385364,202.9592060961572,-4.986454194395687,train
39627667422581438,203.267863718393,-5.114290407735695,train
39627667426771118,203.3213687257174,-5.021492332123027,val
39627667426771895,203.3534333250288,-4.907739997752475,train
39627667443549339,204.3692292428349,-5.011408084989512,test
39627667443549737,204.3835471990594,-5.000078538446008,test
39627667451938803,204.8969090766049,-5.071942250493302,train
39627667451941752,205.0185757282962,-4.91790993312253,train
39627667464523717,205.7576026625281,-5.089922442263167,train
39627667498078756,207.7779943888522,-4.903285610264144,train
39627667506462942,208.084467719047,-5.053242902899107,train
39627667506466547,208.2383036645213,-4.899303415886258,train
39627667519049531,209.0007654369041,-4.877310757477482,train
39627667523240617,209.1087144890114,-4.992542477789173,train
39627667523241964,209.1621402832824,-5.089491643257959,test
39627667523242130,209.1688145420232,-5.075188973520531,train
39627667527438820,209.5185022355556,-5.016755055927383,train
39627667531629653,209.6281263983064,-5.01789458585707,train
39627667540017827,210.0995002501288,-5.084403836759206,val
39627667540018576,210.1209567463033,-5.019466050051751,train
39627667540022521,210.258624856569,-4.958323526332895,val
39627667540022522,210.2586876384738,-4.956805076544088,val
39627667540024242,210.3260676710559,-4.930137115886482,train
39627667544211904,210.3517544734863,-5.072382710692716,train
39627667544216372,210.5285098978563,-5.018934871525032,val
39627667552603337,210.983241876281,-5.004217610521248,train
39627667556798251,211.2458552472688,-5.019392178445599,train
39627667556800050,211.3209484853297,-4.930658429395718,test
39627667560992794,211.5205053919528,-4.898077600796082,train
39627667577766689,212.3769547559652,-5.122780184587037,train
39627667577768779,212.4620769478879,-4.932246068042608,train
39627667590350230,213.1407433332197,-5.088061797726276,train
39627667594545157,213.4242834155165,-5.01836695242041,train
39627667615518720,214.7650804678826,-5.011278519114813,train
39627667615520401,214.831879606358,-4.901933446467919,train
39627667623909432,215.3363929612542,-4.932713654331902,train
39627667623909566,215.3419885197601,-5.063565405704395,train
39627667628097705,215.354359894107,-5.105236166552753,val
39627667636489192,215.9924405297261,-5.002411374040356,train
39627667649072460,216.7490330254525,-4.962265949910975,train
39627667649073201,216.7838658759345,-4.891717784018704,train
39627667653267722,217.0428750728718,-4.906701703035288,train
39627667657460351,217.2321453414581,-4.877206243214988,train
39627667661655501,217.5191579867612,-5.085732959758412,train
39627667665846418,217.6087965226307,-5.022334898925319,train
39627667670044477,218.007582996826,-5.089402837574907,train
39627667670044498,218.0082448778263,-5.088497208516078,val
39627667670044576,218.0113921937083,-4.931468204085824,train
39627667670044657,218.014055388116,-4.990949827243646,train
39627667674240860,218.3546470768653,-5.002714356779769,train
39627667678432290,218.4929108157943,-4.876527755353977,val
39627667682628725,218.8533272134887,-5.045311907934064,train
39627667682628726,218.8533497918261,-5.045093392253913,train
39627667686818224,218.8776299128378,-4.880198625744031,train
39627667695206856,219.3773774844807,-4.989716904896482,test
39627667703599214,220.0119786063253,-4.924556200022539,train
39627667703601371,220.0993325172703,-4.905296620971194,train
39627667711986272,220.4870983294032,-5.011700755359419,train
39627667716183475,220.8557314012809,-4.957092587291923,train
39627667728763633,221.4675030183343,-4.944726121786028,test
39627667732959972,221.7863160540325,-5.020363722847536,val
39627667745543486,222.57160087796,-5.067635855259568,train
39627667749732800,222.6335478005701,-5.102740712133484,train
39627667749736506,222.7580762033216,-4.945843968329234,train
39627667779093885,224.4159162684288,-4.993170559210344,val
39627667800064206,225.6334089938943,-4.989326949012038,test
39627667833624390,227.8044844450289,-4.986900528622338,train
39627667842013096,228.3437423322361,-4.960312853862363,train
39627667846202147,228.4136162427339,-5.074015933901044,train
39627667846206640,228.6055739760759,-5.007695915926982,train
39627667846207314,228.6336898790056,-4.921814329169079,train
39627670769632051,43.14272049462135,-4.707895150800065,train
39627670773828081,43.44370585353122,-4.802743138303071,train
39627670778024178,43.75073002747273,-4.685958955370666,train
39627670782222871,44.12197281975355,-4.669664402660439,train
39627670794799142,44.67864215269909,-4.664066855654845,train
39627670794800241,44.70703514324131,-4.754752107956053,train
39627670794801964,44.75430786144989,-4.833891933618552,train
39627670803192077,45.3243700756727,-4.676467278794914,train
39627670807383816,45.53278020272496,-4.65940754010231,train
39627670811576474,45.71069485350729,-4.782595893248354,val
39627670811577543,45.74977401928061,-4.808650228562992,train
39627670828351764,46.6398844258747,-4.750995223429882,train
39627670840936185,47.47308383621321,-4.654658379508001,val
39627670840936578,47.4955198325537,-4.766637232953022,train
39627670840937547,47.54905299928766,-4.746361423342971,train
39627670849323243,47.89604230647748,-4.649613086998015,train
39627670853518282,48.18092866285832,-4.780832506124541,train
39627670861907062,48.68324274292021,-4.65060131004617,train
39627670866101113,48.92214682703182,-4.843977368580686,train
39627670874494256,49.61383093610684,-4.824351843190568,test
39627670878683441,49.64655197710058,-4.634699292986763,train
39627670878684844,49.70196060574899,-4.802011648473258,train
39627670887073367,50.22024444412573,-4.715735660363089,train
39627670891269185,50.53686941371316,-4.806702717871263,train
39627670903852830,51.28091021244325,-4.836012892491849,train
39627670908043671,51.41023159958275,-4.694426339239584,train
39627670912238855,51.69767454175175,-4.790465582936527,train
39627670912240557,51.78771406792961,-4.792807696139216,train
39627670916437051,52.11752229596739,-4.633199180121888,val
39627670929016832,52.73363876022319,-4.746121172628791,val
39627670937404403,53.19989943843846,-4.714634799867537,train
39627670941601544,53.59064478328761,-4.738601463793253,train
39627670945795630,53.8424802814372,-4.818196958658381,train
39627670949990497,54.11115108583615,-4.701129520036705,train
39627670958375849,54.44370113833494,-4.794518076622042,train
39627670970961914,55.36143485659968,-4.753315601298508,val
39627670975153712,55.47898446881136,-4.822853571114194,train
39627670987735987,56.21034518881906,-4.70729675111621,train
39627670991934673,56.65096065457892,-4.684901883856917,train
39627670996127406,56.80391222899047,-4.711926822992578,train
39627670996127805,56.82287985477213,-4.817977100005144,train
39627671000321456,57.03974101340206,-4.721936345833343,test
39627671046459262,59.82676991206765,-4.720409748252081,train
39627671046459292,59.82806858048654,-4.651111497271613,train
39627671080011807,61.76446092707046,-4.644446730271682,train
39627671080014088,61.85547198399937,-4.729164858768835,train
39627671100986670,63.11106031855693,-4.632357841400094,train
39627671100986694,63.11207839474901,-4.632606064285137,train
39627671105180828,63.39059745917188,-4.790014133441023,train
39627671117763240,64.15992314457533,-4.628471223045341,train
39627671117763556,64.17650440104845,-4.801376726388273,train
39627671121957642,64.40721209431003,-4.685643900536924,train
39627671130344857,64.83231471021354,-4.861100197921367,val
39627671130344860,64.83245010480215,-4.859451215073923,train
39627671138732425,65.29371041251737,-4.674661268778448,train
39627671142926445,65.51412371739261,-4.761834247310825,train
39627671147118960,65.69657907492676,-4.792082208548592,train
39627671151315417,66.03285649239558,-4.683975378654157,train
39627671155511332,66.3907621058984,-4.771048560503828,train
39627671159705071,66.59463962099701,-4.723234201689047,test
39627671180676743,67.82933019798652,-4.667828081141587,train
39627671180677116,67.84397296142028,-4.810486497736206,train
39627671184867947,67.96055374782706,-4.81532829535788,train
39627671184868593,67.98915955448666,-4.83340137063018,train
39627671189062284,68.21452500093386,-4.743296442196112,train
39627671193256321,68.45159726328914,-4.678818332860978,train
39627671193260662,68.6173571989805,-4.654938558812765,train
39627671197455487,68.89891786773201,-4.772837647322523,test
39627671201649497,69.13907430400836,-4.668121058601828,train
39627671251983656,72.19488588335705,-4.786512047084845,train
39627671256174020,72.34166082385767,-4.858570524297037,train
39627671260365019,72.45756407508088,-4.797250512652724,train
39627671268756867,73.1263341323243,-4.725973337133563,train
39627671268758153,73.19102856311582,-4.854518869809381,train
39627671272950456,73.3525119875878,-4.792686389346545,train
39627671277142733,73.49345499539332,-4.726466370689615,train
39627671277146515,73.69150751161972,-4.842481321274916,train
39627671285535657,74.16563998331611,-4.687569283172619,train
39627671289726536,74.28179134921594,-4.805052091750323,train
39627671289728727,74.37777741382455,-4.644020148135903,train
39627671293921721,74.56346204432276,-4.668464761701738,test
39627671306504939,75.41777471638615,-4.833354178903575,train
39627671306504975,75.41991614459353,-4.784435013854479,train
39627671310697546,75.54281804611327,-4.852724151865329,train
39627672191502971,128.2209475997607,-4.647418496370332,train
39627672204086345,128.998508311093,-4.650920641792776,train
39627672204088913,129.1013795795245,-4.780534076322383,train
39627672220863995,130.0090560940884,-4.723669351882117,train
39627672225057444,130.2404381003828,-4.663881020430287,train
39627672229251419,130.475948182072,-4.861966087583415,train
39627672233445460,130.702401286111,-4.689931946138615,train
39627672237643466,131.0822659161558,-4.844915334748881,val
39627672237643686,131.0901238467479,-4.792532612588736,test
39627672246028245,131.4411905346188,-4.818369138261358,train
39627672250224138,131.7610217494912,-4.868123656143178,train
39627672258614046,132.3325659301395,-4.721330390159837,test
39627672271196118,133.0296905960306,-4.763280101440906,test
39627672275389081,133.235728692291,-4.693227998749371,train
39627672279582971,133.4792769301042,-4.790962902787601,train
39627672287974568,134.0966181715055,-4.839789958236509,train
39627672296360012,134.4775219792143,-4.663092618256387,train
39627672300554743,134.7381609676651,-4.749880071423537,train
39627672308943243,135.2523516617142,-4.861528515673566,train
39627672308943284,135.2545381281119,-4.859920398140862,train
39627672317329836,135.6425656987269,-4.861607255277379,test
39627672317332598,135.7644452668305,-4.871304445341994,train
39627672317332823,135.7737770984924,-4.629043107999971,train
39627672329915756,136.5521445317162,-4.860532561703151,train
39627672350888618,137.8402185607697,-4.795117579029315,train
39627672363470969,138.5787429658722,-4.709846785377986,train
39627672397023401,140.4897565437917,-4.766731197503576,train
39627672405415506,141.1391389384302,-4.833114673802893,train
39627672409607833,141.3026045650588,-4.851047730341111,train
39627672426385954,142.3541712910498,-4.629419566202325,train
39627672426386215,142.3637963597,-4.696368670856406,train
39627672438967772,143.0893196178426,-4.796901983710788,train
39627672447353001,143.4059954291615,-4.746406958292684,val
39627672447353018,143.4069715746037,-4.746299354527843,train
39627672447355535,143.54554431508,-4.654035871671207,train
39627672451547679,143.6739386612836,-4.677241922173239,train
39627672451549698,143.7756540696425,-4.818794585596908,train
39627672480907812,145.4370464043725,-4.815193330585299,train
39627672485104650,145.7916004710818,-4.70216577723905,train
39627672489298595,146.032662279468,-4.675920757515954,test
39627672493492340,146.2584229060073,-4.80940127693121,train
39627672497686066,146.4941056634893,-4.738908567822312,val
39627672506077120,147.0741564628345,-4.627105630886083,train
39627672514464610,147.5428983901292,-4.831633870958035,train
39627672518659475,147.8279505101166,-4.708812095424583,train
39627672518660904,147.892655873824,-4.724360391409241,train
39627672522855154,148.1351351342304,-4.74986608633048,val
39627672527046557,148.2532369968084,-4.767327602372534,train
39627672539634097,149.1580010912832,-4.778814318169171,train
39627672543826320,149.3415220817362,-4.81495783231389,train
39627672548019506,149.5754375327828,-4.65946357732088,train
39627672552212069,149.7377519674423,-4.730051419790264,train
39627672552212077,149.7381162510212,-4.731689723526915,train
39627672552212086,149.7385648469618,-4.731124984518442,train
39627672560602630,150.3354741451837,-4.702021836498706,train
39627672577379611,151.3423111682855,-4.65514964646707,train
39627672589960300,151.978279315889,-4.640686451772124,train
39627672589962330,152.0838909792998,-4.751284501315222,test
39627672594156834,152.3019447359033,-4.873430250502254,train
39627672602555082,152.8519604433192,-4.704533100712931,train
39627672606738130,152.9884546001367,-4.719479975834322,train
39627672610935472,153.3753516806629,-4.69835621858174,train
39627672619324382,153.8663188200057,-4.817122595377645,train
39627672623519457,154.1383180615263,-4.629302473545264,train
39627672648679730,155.4445361232812,-4.750533920678959,train
39627672648685370,155.6763863166156,-4.706372256754047,test
39627672648685407,155.6773983715852,-4.651556441228119,train
39627672652873823,155.683801267422,-4.726790357461782,train
39627672665458647,156.5269488214156,-4.791970934040528,val
39627672669652678,156.7762582906665,-4.731557343743454,test
39627672673845525,156.9467133363681,-4.764761497392734,train
39627672686431710,157.8266074190366,-4.780783229535628,train
39627672686434279,157.927190561807,-4.733146758568397,train
39627672694820213,158.3511433181854,-4.819838519501117,train
39627672715792731,159.6567014983802,-4.825264912603378,test
39627672719986123,159.8548437686229,-4.752975617694775,train
39627672740958451,161.1664884890557,-4.832665975825344,train
39627672753540619,161.9281603310182,-4.782185588238621,train
39627672761928546,162.3813981692025,-4.872031619831886,train
39627672795484181,164.388640580147,-4.801313380673744,train
39627672799677844,164.6222222338086,-4.803830884651294,train
39627672803870728,164.7987894146593,-4.860801567224478,train
39627672803871588,164.8375822503282,-4.703569500413714,train
39627672803871920,164.8532010169512,-4.839980960390711,train
39627672812258232,165.269422551636,-4.805628510807312,val
39627672820646060,165.7179401183988,-4.823212401966921,train
39627672824841402,166.0277665864577,-4.859463061764849,train
39627672833229723,166.5120218606236,-4.693700897268282,train
39627672833229852,166.5177944184307,-4.849129267108022,test
39627672833232079,166.6295620741593,-4.856865814838315,train
39627672841618777,167.0280069786079,-4.80286913604074,test
39627672854202229,167.7945557157238,-4.870063358867359,train
39627672870981772,168.9408365449571,-4.654272405457601,train
39627672870981813,168.9429287839167,-4.673931025374496,train
39627672883566054,169.7105862226991,-4.787767017297571,train
39627672887758501,169.8957813527304,-4.854284182931056,train
39627672891951299,170.061589665548,-4.867862214068986,train
39627672891951840,170.0846967081885,-4.853569920129885,train
39627672896148161,170.4303362395105,-4.712087681055967,val
39627672900338960,170.535628010549,-4.706067444436137,train
39627672904532534,170.753830727824,-4.69645466177822,train
39627672908729999,171.1618574971513,-4.822050021712026,train
39627672908730707,171.189240935014,-4.764834261849789,train
39627672917119803,171.6817272627684,-4.806016408444393,val
39627672925504849,172.0209753656733,-4.806077364039642,test
39627672925509887,172.2219340155929,-4.747002348346982,train
39627672933894024,172.5701269741537,-4.73360309983248,train
39627672933894490,172.5901861794946,-4.800207882357293,train
39627672954868820,173.9693745610705,-4.821983362324002,train
39627672988421407,175.8701622752972,-4.717514920706847,train
39627672992615931,176.1379370814009,-4.869446104803123,train
39627672992617213,176.1888476116489,-4.869197630087442,train
39627672996811593,176.4379784654986,-4.64986621051607,train
39627673005198197,176.8291761412648,-4.711822609394055,train
39627673009395310,177.1870719267935,-4.747419357406709,train
39627673009396483,177.2310887519107,-4.813138494399494,train
39627673021974116,177.8039160875498,-4.659528220366073,test
39627673021975121,177.8451255808848,-4.821004553458819,test
39627673026169460,178.1020627335129,-4.637282232064174,val
39627673030361844,178.2777449430689,-4.715507644854652,train
39627673030363287,178.34402433722,-4.810537530841825,train
39627673034559442,178.6628732964919,-4.695941151196028,train
39627673042950078,179.2456491597693,-4.692643063307086,val
39627673047140007,179.3098899832152,-4.84931150303478,train
39627673051336530,179.6324378456451,-4.862684666161496,train
39627673059721286,180.0019331638645,-4.677487237559794,val
39627673059721725,180.0220028269046,-4.678463680379184,train
39627673063916499,180.3003850904907,-4.716202729710652,train
39627673063919397,180.4229903555219,-4.766655176624638,train
39627673072304366,180.7582075282887,-4.719826518944036,train
39627673076501558,181.1151092816781,-4.691157940155862,train
39627673084887612,181.5230523660272,-4.739681158033951,train
39627673084887616,181.5231505193168,-4.739521609294875,train
39627673084891939,181.711817855609,-4.835015992078858,test
39627673084892263,181.7275486172875,-4.635609022341558,train
39627673084892294,181.7285307588443,-4.635425375381743,train
39627673089083436,181.8486486636854,-4.651055510702292,train
39627673089084872,181.9192990048804,-4.660947949840382,train
39627673089085374,181.9449008942113,-4.850709750901288,val
39627673118442097,183.5343993870741,-4.723368115004812,train
39627673126831100,184.0584796082938,-4.725718263221815,train
39627673152000862,185.7296354367332,-4.767202859377925,train
39627673168777572,186.7265202992873,-4.825477297939857,train
39627673168778204,186.755647860532,-4.712003208981661,train
39627673168778429,186.7674700544936,-4.831220292582538,train
