targetid,legacy_brickname_objid,legacy_brickname,legacy_objid,legacy_brickid,legacy_release,targetid_mock,targetid_sky,targetid_gaiadr,ra,dec,split
39627398135681562,0617m162-4634,0617m162,4634,238197,9010,0,0,0,61.77899535559757,-16.19450704339135,test
39627398139876376,0620m162-5144,0620m162,5144,238198,9010,0,0,0,62.07214957044206,-16.1796867817125,test
39627398152454321,0628m162-177,0628m162,177,238201,9010,0,0,0,62.69035341389554,-16.25251425499433,val
39627398177625585,0643m162-5617,0643m162,5617,238207,9010,0,0,0,64.42873701601425,-16.27869312177813,train
39627398181820567,0646m162-6295,0646m162,6295,238208,9010,0,0,0,64.7338789419488,-16.17067484764988,train
39627398186012682,0648m162-4106,0648m162,4106,238209,9010,0,0,0,64.96164016305103,-16.26712948912993,val
39627398198595594,0656m162-4106,0656m162,4106,238212,9010,0,0,0,65.77003511760651,-16.13566050187966,test
39627398206982765,0661m162-2669,0661m162,2669,238214,9010,0,0,0,66.1891391341054,-16.35873174908332,train
39627398215371247,0667m162-2543,0667m162,2543,238216,9010,0,0,0,66.73005778997015,-16.1421254162427,train
39627398219563190,0669m162-182,0669m162,182,238217,9010,0,0,0,66.85921727072022,-16.28769234012591,train
39627398223758270,0672m162-958,0672m162,958,238218,9010,0,0,0,67.14810508624561,-16.33432868320528,train
39627398227952555,0675m162-939,0675m162,939,238219,9010,0,0,0,67.41731210989556,-16.19115078965498,train
39627403487612915,0336m160-4083,0336m160,4083,239473,9010,0,0,0,33.63989673839392,-16.01247576548668,train
39627403508583190,0349m160-2838,0349m160,2838,239478,9010,0,0,0,34.88587026283233,-16.06977661717186,train
39627403508583895,0349m160-3543,0349m160,3543,239478,9010,0,0,0,34.90664646424461,-15.94246061538567,train
39627403516975083,0354m160-6123,0354m160,6123,239480,9010,0,0,0,35.50021230644741,-15.94225339710703,train
39627403621831711,0419m160-5151,0419m160,5151,239505,9010,0,0,0,41.99664702685106,-15.88481149956202,train
39627403626023759,0422m160-2895,0422m160,2895,239506,9010,0,0,0,42.17763036972626,-15.8922948116479,train
39627403638604115,0429m160-339,0429m160,339,239509,9010,0,0,0,42.86676485470646,-15.96551213531593,train
39627403638606100,0429m160-2324,0429m160,2324,239509,9010,0,0,0,42.93538200022336,-16.01780474002329,train
39627403646999004,0435m160-6620,0435m160,6620,239511,9010,0,0,0,43.61401023783054,-16.06387841151868,test
39627403651190057,0437m160-3369,0437m160,3369,239512,9010,0,0,0,43.7356412755468,-16.09761547780496,train
39627403651193054,0437m160-6366,0437m160,6366,239512,9010,0,0,0,43.83454579255908,-15.88545593023393,train
39627403651194835,0437m160-8147,0437m160,8147,239512,9010,0,0,0,43.88499900363944,-16.10352248139794,train
39627403659581226,0442m160-5930,0442m160,5930,239514,9010,0,0,0,44.36393566323769,-15.92797494047174,train
39627403739272849,0492m160-5777,0492m160,5777,239533,9010,0,0,0,49.27753568309954,-15.95148489373537,train
39627403751857356,0500m160-7372,0500m160,7372,239536,9010,0,0,0,50.12857650390486,-16.09892602115645,train
39627403756045596,0502m160-1308,0502m160,1308,239537,9010,0,0,0,50.17632762920417,-16.03184846703132,test
39627403756046711,0502m160-2423,0502m160,2423,239537,9010,0,0,0,50.21916410913111,-16.02719069196064,train
39627403760241790,0505m160-3198,0505m160,3198,239538,9010,0,0,0,50.47723372029154,-16.03963197521096,train
39627403764436104,0507m160-3208,0507m160,3208,239539,9010,0,0,0,50.74026866642328,-16.10141263929021,train
39627403772822513,0512m160-1009,0512m160,1009,239541,9010,0,0,0,51.19429722519551,-15.94037721799221,train
39627403789604990,0523m160-6270,0523m160,6270,239545,9010,0,0,0,52.40347074539437,-15.95716291820386,test
39627403793793457,0525m160-433,0525m160,433,239546,9010,0,0,0,52.4802192359024,-15.94233809053174,train
39627403823156970,0544m160-3818,0544m160,3818,239553,9010,0,0,0,54.40410296986554,-15.88085063609957,train
39627403890271833,0585m160-9817,0585m160,9817,239569,9010,0,0,0,58.69629258187511,-15.97511843930827,train
39627403902855417,0593m160-10489,0593m160,10489,239572,9010,0,0,0,59.48049705111674,-15.88014351990278,train
39627403923817126,0606m160-678,0606m160,678,239577,9010,0,0,0,60.53131087474184,-16.02129202392445,train
39627403957377572,0627m160-6692,0627m160,6692,239585,9010,0,0,0,62.81577265624448,-16.08526070781308,train
39627403961570337,0629m160-5153,0629m160,5153,239586,9010,0,0,0,63.01178955035568,-16.10713465690468,train
39627403990928411,0648m160-3099,0648m160,3099,239593,9010,0,0,0,64.80676052098521,-16.06476942467155,test
39627403995120901,0650m160-1285,0650m160,1285,239594,9010,0,0,0,64.9943052581397,-16.11545736306026,train
39627403999318033,0653m160-4113,0653m160,4113,239595,9010,0,0,0,65.39207067346108,-15.89923371512234,train
39627404016095286,0663m160-4150,0663m160,4150,239599,9010,0,0,0,66.44920609746215,-16.09556832121591,train
39627404024481897,0668m160-2153,0668m160,2153,239601,9010,0,0,0,66.87888604776973,-16.08944439007281,train
39627404028676994,0671m160-2946,0671m160,2946,239602,9010,0,0,0,67.18734857353925,-15.95361052937026,train
39627404032871021,0674m160-2669,0674m160,2669,239603,9010,0,0,0,67.43663082645796,-16.01528876425728,train
39627404037063563,0676m160-907,0676m160,907,239604,9010,0,0,0,67.5925736504466,-15.98723090379224,train
39627409313501114,0343m157-4026,0343m157,4026,240862,9010,0,0,0,34.37078486491399,-15.78106604483093,train
39627409317694141,0346m157-2749,0346m157,2749,240863,9010,0,0,0,34.57861405331109,-15.68034799719889,train
39627409317695084,0346m157-3692,0346m157,3692,240863,9010,0,0,0,34.60655938517371,-15.80310138313982,train
39627409321886249,0348m157-553,0348m157,553,240864,9010,0,0,0,34.76951771415163,-15.64679047981352,train
39627409321886276,0348m157-580,0348m157,580,240864,9010,0,0,0,34.77010105751775,-15.64769257157729,train
39627409321895034,0348m157-9338,0348m157,9338,240864,9010,0,0,0,35.0139674167965,-15.80036672142919,train
39627409334471559,0356m157-2951,0356m157,2951,240867,9010,0,0,0,35.61701816142684,-15.84250633063814,test
39627409334471573,0356m157-2965,0356m157,2965,240867,9010,0,0,0,35.61729757880616,-15.84212834729033,train
39627409435136352,0418m157-4448,0418m157,4448,240891,9010,0,0,0,41.89442679693006,-15.76085770590298,train
39627409451912223,0429m157-3103,0429m157,3103,240895,9010,0,0,0,42.89467954934085,-15.80927996061707,train
39627409456103810,0431m157-386,0431m157,386,240896,9010,0,0,0,43.06411232993375,-15.67244720213053,train
39627409456106090,0431m157-2666,0431m157,2666,240896,9010,0,0,0,43.13692454001375,-15.86499989685089,train
39627409460299024,0434m157-1296,0434m157,1296,240897,9010,0,0,0,43.34983386280287,-15.81710910077388,val
39627409464497274,0437m157-5242,0437m157,5242,240898,9010,0,0,0,43.7453846597408,-15.82705983360269,train
39627409468686981,0439m157-645,0439m157,645,240899,9010,0,0,0,43.85652775950626,-15.85309673408781,train
39627409468693619,0439m157-7283,0439m157,7283,240899,9010,0,0,0,44.07865920320226,-15.80545910396167,train
39627409472881602,0442m157-962,0442m157,962,240900,9010,0,0,0,44.1198287556858,-15.84224725021887,train
39627409472888284,0442m157-7644,0442m157,7644,240900,9010,0,0,0,44.33415544495278,-15.63219142963003,train
39627409565159826,0499m157-4498,0499m157,4498,240922,9010,0,0,0,49.95046802525479,-15.65316051800938,test
39627409565160202,0499m157-4874,0499m157,4874,240922,9010,0,0,0,49.96344993822997,-15.83841015618373,train
39627409569357112,0501m157-7480,0501m157,7480,240923,9010,0,0,0,50.28217533090107,-15.85792806350035,val
39627409573547554,0504m157-3618,0504m157,3618,240924,9010,0,0,0,50.41803080175843,-15.72729971038168,test
39627409573549061,0504m157-5125,0504m157,5125,240924,9010,0,0,0,50.46236375362729,-15.67581235383242,train
39627409577743225,0507m157-4985,0507m157,4985,240925,9010,0,0,0,50.73229151067663,-15.84145458412502,train
39627409577743836,0507m157-5596,0507m157,5596,240925,9010,0,0,0,50.75121127477218,-15.77859502569575,train
39627409577745795,0507m157-7555,0507m157,7555,240925,9010,0,0,0,50.81728257658114,-15.84441380040795,train
39627409581933597,0509m157-1053,0509m157,1053,240926,9010,0,0,0,50.86676514580538,-15.67586530561153,train
39627409581935496,0509m157-2952,0509m157,2952,240926,9010,0,0,0,50.92946118516954,-15.66702619368128,test
39627409598715832,0520m157-6072,0520m157,6072,240930,9010,0,0,0,52.07984263318655,-15.64872101738551,train
39627409623880555,0535m157-4971,0535m157,4971,240936,9010,0,0,0,53.58923814925966,-15.75089151861245,train
39627409623883029,0535m157-7445,0535m157,7445,240936,9010,0,0,0,53.66670338894191,-15.65804439233894,train
39627409628077514,0538m157-7626,0538m157,7626,240937,9010,0,0,0,53.91601579685788,-15.85342061151433,train
39627409632272289,0540m157-8097,0540m157,8097,240938,9010,0,0,0,54.19757445541023,-15.64317642095383,train
39627409636458644,0543m157-148,0543m157,148,240939,9010,0,0,0,54.21023691260277,-15.83500968863529,train
39627409636459672,0543m157-1176,0543m157,1176,240939,9010,0,0,0,54.23486601102605,-15.77761114065673,train
39627409636467715,0543m157-9219,0543m157,9219,240939,9010,0,0,0,54.45445824807286,-15.65142732661313,train
39627409682601643,0571m157-5803,0571m157,5803,240950,9010,0,0,0,57.25778426435475,-15.82578054333803,train
39627409682603272,0571m157-7432,0571m157,7432,240950,9010,0,0,0,57.31476893330466,-15.68001572355542,train
39627409707763181,0587m157-1517,0587m157,1517,240956,9010,0,0,0,58.66126356932016,-15.73911992406555,train
39627409720349731,0595m157-5155,0595m157,5155,240959,9010,0,0,0,59.51470565731655,-15.78659708473872,val
39627409728737589,0600m157-4405,0600m157,4405,240961,9010,0,0,0,60.01067682141334,-15.69610222893563,test
39627409728743873,0600m157-10689,0600m157,10689,240961,9010,0,0,0,60.14740246270551,-15.83220813243235,val
39627409737125780,0605m157-3988,0605m157,3988,240963,9010,0,0,0,60.53232296459534,-15.786762706481,val
39627409758098163,0618m157-4851,0618m157,4851,240968,9010,0,0,0,61.86694422344728,-15.78039747004137,train
39627409791650049,0639m157-2305,0639m157,2305,240976,9010,0,0,0,63.88087093876825,-15.65698163130682,train
39627409791651654,0639m157-3910,0639m157,3910,240976,9010,0,0,0,63.93684453665657,-15.84927121794112,train
39627409829399061,0662m157-2581,0662m157,2581,240985,9010,0,0,0,66.25892799685316,-15.80708473579154,train
39627409833591040,0665m157-256,0665m157,256,240986,9010,0,0,0,66.4067585610129,-15.75633536097612,train
39627409833593960,0665m157-3176,0665m157,3176,240986,9010,0,0,0,66.55007650507412,-15.82119232963354,train
39627415093252960,0317m155-4960,0317m155,4960,242240,9010,0,0,0,31.72969925576842,-15.42341025279435,train
39627415093254063,0317m155-6063,0317m155,6063,242240,9010,0,0,0,31.76249391278381,-15.40531993947518,train
39627415097448556,0319m155-6252,0319m155,6252,242241,9010,0,0,0,32.05201794918221,-15.47254395767203,train
39627415101638822,0322m155-2214,0322m155,2214,242242,9010,0,0,0,32.17759710775722,-15.50022184060526,train
39627415256831316,0418m155-5460,0418m155,5460,242279,9010,0,0,0,41.86288745726148,-15.46250058745497,train
39627415281997496,0433m155-5816,0433m155,5816,242285,9010,0,0,0,43.43443612726361,-15.49608282798016,train
39627415281997803,0433m155-6123,0433m155,6123,242285,9010,0,0,0,43.44446546205238,-15.43097773796904,train
39627415294574990,0441m155-398,0441m155,398,242288,9010,0,0,0,44.04072905615421,-15.51711017085433,train
39627415294580401,0441m155-5809,0441m155,5809,242288,9010,0,0,0,44.22461889814409,-15.48800347980557,train
39627415307160069,0449m155-2565,0449m155,2565,242291,9010,0,0,0,44.89665030255223,-15.60520061207679,train
39627415307164406,0449m155-6902,0449m155,6902,242291,9010,0,0,0,45.05807945591759,-15.48339946444068,train
39627415378464745,0493m155-4073,0493m155,4073,242308,9010,0,0,0,49.34622159903124,-15.4986443585518,train
39627415391043836,0501m155-252,0501m155,252,242311,9010,0,0,0,49.99249665888013,-15.38512900196192,train
39627415403627293,0508m155-797,0508m155,797,242314,9010,0,0,0,50.78627348626465,-15.45195608042842,train
39627415407826814,0511m155-6014,0511m155,6014,242315,9010,0,0,0,51.23081002643629,-15.49457790219881,train
39627415412022690,0514m155-7586,0514m155,7586,242316,9010,0,0,0,51.51328315832309,-15.45610521149211,val
39627415441376341,0532m155-1109,0532m155,1109,242323,9010,0,0,0,53.13145873667874,-15.40830100935991,val
39627415441378080,0532m155-2848,0532m155,2848,242323,9010,0,0,0,53.18938553473029,-15.62392607494528,val
39627415453963183,0540m155-5039,0540m155,5039,242326,9010,0,0,0,54.04178098938051,-15.6228901427817,test
39627415453963610,0540m155-5466,0540m155,5466,242326,9010,0,0,0,54.05577880915689,-15.46857443424773,train
39627415453964858,0540m155-6714,0540m155,6714,242326,9010,0,0,0,54.09392784510558,-15.57966952030446,train
39627415458153870,0542m155-1422,0542m155,1422,242327,9010,0,0,0,54.17344398183897,-15.45219536491539,train
39627415458156707,0542m155-4259,0542m155,4259,242327,9010,0,0,0,54.25593920884346,-15.42395944689627,test
39627415458156864,0542m155-4416,0542m155,4416,242327,9010,0,0,0,54.26103349374779,-15.5902131496705,train
39627415466546869,0547m155-5813,0547m155,5813,242329,9010,0,0,0,54.83684519644846,-15.60244063957437,test
39627415466547670,0547m155-6614,0547m155,6614,242329,9010,0,0,0,54.86167704808447,-15.52401957492915,train
39627415466549076,0547m155-8020,0547m155,8020,242329,9010,0,0,0,54.90118475141774,-15.39452368268261,train
39627415500100668,0568m155-5180,0568m155,5180,242337,9010,0,0,0,56.86992724927308,-15.53033446281501,test
39627415500101386,0568m155-5898,0568m155,5898,242337,9010,0,0,0,56.88975729026379,-15.56514434067998,train
39627415529457729,0586m155-2113,0586m155,2113,242344,9010,0,0,0,58.59878976391004,-15.52984431274429,train
39627415546234290,0596m155-1458,0596m155,1458,242348,9010,0,0,0,59.59897893994476,-15.58913785590522,train
39627415546236086,0596m155-3254,0596m155,3254,242348,9010,0,0,0,59.64370067261917,-15.44353046034747,train
39627415546240940,0596m155-8108,0596m155,8108,242348,9010,0,0,0,59.75652775595177,-15.54476490434744,train
39627415563015009,0607m155-4961,0607m155,4961,242352,9010,0,0,0,60.71849327595508,-15.45962894396388,train
39627415600759536,0630m155-752,0630m155,752,242361,9010,0,0,0,62.95522007783164,-15.6140426718863,val
39627415600759642,0630m155-858,0630m155,858,242361,9010,0,0,0,62.9581425375365,-15.52877945019589,train
39627415604955838,0633m155-2750,0633m155,2750,242362,9010,0,0,0,63.27429872223501,-15.61407238996032,train
39627415604958561,0633m155-5473,0633m155,5473,242362,9010,0,0,0,63.3576999392305,-15.47900689612542,train
39627415613344586,0638m155-2890,0638m155,2890,242364,9010,0,0,0,63.82740762199551,-15.57588906518212,train
39627415613347420,0638m155-5724,0638m155,5724,242364,9010,0,0,0,63.93719805537948,-15.53618430090288,train
39627415617540005,0641m155-4005,0641m155,4005,242365,9010,0,0,0,64.1326802114432,-15.61489809110777,train
39627415621732177,0643m155-1873,0643m155,1873,242366,9010,0,0,0,64.31256056555735,-15.55656712875261,train
39627415621733824,0643m155-3520,0643m155,3520,242366,9010,0,0,0,64.39572950712784,-15.56868046555678,val
39627415638508205,0653m155-685,0653m155,685,242370,9010,0,0,0,65.29440684815573,-15.49852213697177,train
39627415638508711,0653m155-1191,0653m155,1191,242370,9010,0,0,0,65.31272404010777,-15.61369053045288,test
39627415663674854,0669m155-1510,0669m155,1510,242376,9010,0,0,0,66.8993204462451,-15.42859939104235,train
39627415663675104,0669m155-1760,0669m155,1760,242376,9010,0,0,0,66.91136925850351,-15.60635196263521,train
39627415667869110,0672m155-1462,0672m155,1462,242377,9010,0,0,0,67.15810043778593,-15.61738126197706,train
39627415676256942,0677m155-686,0677m155,686,242379,9010,0,0,0,67.64221706770033,-15.38503186144068,val
39627420919142245,0314m152-5989,0314m152,5989,243629,9010,0,0,0,31.47444513421134,-15.30986098057307,train
39627420923332075,0316m152-1515,0316m152,1515,243630,9010,0,0,0,31.58981563578737,-15.31736132057591,train
39627420931724759,0321m152-5591,0321m152,5591,243632,9010,0,0,0,32.23400353995974,-15.18618585907238,train
39627420940114800,0327m152-7024,0327m152,7024,243634,9010,0,0,0,32.80926681391784,-15.13267862837477,test
39627421082717250,0415m152-3138,0415m152,3138,243668,9010,0,0,0,41.48566015722431,-15.20075457999485,train
39627421082719280,0415m152-5168,0415m152,5168,243668,9010,0,0,0,41.55509806317382,-15.35788815123877,train
39627421086910726,0417m152-2310,0417m152,2310,243669,9010,0,0,0,41.70679613560893,-15.30552270334716,test
39627421091106113,0420m152-3393,0420m152,3393,243670,9010,0,0,0,42.01720924827831,-15.17349900339643,train
39627421103690426,0428m152-4794,0428m152,4794,243673,9010,0,0,0,42.82738721945137,-15.21253893483404,test
39627421107880336,0430m152-400,0430m152,400,243674,9010,0,0,0,42.94300294236211,-15.3663994023376,train
39627421107883353,0430m152-3417,0430m152,3417,243674,9010,0,0,0,43.03498459912579,-15.34884601703874,train
39627421107888289,0430m152-8353,0430m152,8353,243674,9010,0,0,0,43.18700326080401,-15.31423442965604,train
39627421112081382,0433m152-7142,0433m152,7142,243675,9010,0,0,0,43.42722911273349,-15.15806318715432,train
39627421116270770,0435m152-2226,0435m152,2226,243676,9010,0,0,0,43.51791005962633,-15.33885951671111,train
39627421120463283,0438m152-435,0438m152,435,243677,9010,0,0,0,43.71984406833924,-15.17737629490755,train
39627421145634284,0453m152-5612,0453m152,5612,243683,9010,0,0,0,45.51282083175525,-15.14621274295774,train
39627421204352389,0490m152-3461,0490m152,3461,243697,9010,0,0,0,48.99712096182854,-15.15875981503587,val
39627421216934694,0497m152-2854,0497m152,2854,243700,9010,0,0,0,49.75483394307081,-15.31645979923869,train
39627421221130413,0500m152-4269,0500m152,4269,243701,9010,0,0,0,50.04854733150433,-15.19823066466438,val
39627421225322607,0503m152-2159,0503m152,2159,243702,9010,0,0,0,50.2269482851182,-15.19753990712088,train
39627421225326934,0503m152-6486,0503m152,6486,243702,9010,0,0,0,50.36158397770274,-15.3668561566789,train
39627421229518729,0505m152-3977,0505m152,3977,243703,9010,0,0,0,50.55733113718804,-15.374738683831,test
39627421233713193,0508m152-4137,0508m152,4137,243704,9010,0,0,0,50.80868840728242,-15.18673100491389,train
39627421237907120,0510m152-3760,0510m152,3760,243705,9010,0,0,0,51.07311948829121,-15.20684339235565,train
39627421242099797,0513m152-2133,0513m152,2133,243706,9010,0,0,0,51.28718815903834,-15.19869836609423,train
39627421242102183,0513m152-4519,0513m152,4519,243706,9010,0,0,0,51.37106029619475,-15.33138386757896,val
39627421250490426,0518m152-4154,0518m152,4154,243708,9010,0,0,0,51.85281204055763,-15.31668848225537,train
39627421254682177,0521m152-1601,0521m152,1601,243709,9010,0,0,0,52.03389466501961,-15.1383218756984,train
39627421267264408,0528m152-920,0528m152,920,243712,9010,0,0,0,52.79167074758281,-15.15366669691631,train
39627421271460617,0531m152-2825,0531m152,2825,243713,9010,0,0,0,53.12348052777605,-15.17835618583223,train
39627421288239170,0541m152-4162,0541m152,4162,243717,9010,0,0,0,54.18755547483333,-15.14311585441167,train
39627421288239670,0541m152-4662,0541m152,4662,243717,9010,0,0,0,54.20438725217825,-15.22429534370208,train
39627421292433496,0544m152-4184,0544m152,4184,243718,9010,0,0,0,54.44105901856589,-15.21481903032197,train
39627421380518616,0598m152-8920,0598m152,8920,243739,9010,0,0,0,59.94559740692192,-15.18647675265137,train
39627421384705738,0601m152-1738,0601m152,1738,243740,9010,0,0,0,60.03837007236201,-15.19149380968832,train
39627421393099467,0606m152-6859,0606m152,6859,243742,9010,0,0,0,60.68620204900265,-15.29083906551143,train
39627421422453465,0624m152-729,0624m152,729,243749,9010,0,0,0,62.34559808755828,-15.34922229330929,train
39627421422460836,0624m152-8100,0624m152,8100,243749,9010,0,0,0,62.55241352486497,-15.29394952349056,train
39627421430848338,0629m152-6994,0629m152,6994,243751,9010,0,0,0,63.10212118532999,-15.22009754813168,train
39627421435036297,0632m152-649,0632m152,649,243752,9010,0,0,0,63.12695125077123,-15.22939597360684,train
39627421435039988,0632m152-4340,0632m152,4340,243752,9010,0,0,0,63.26022603907449,-15.31742843073221,val
39627421443428385,0637m152-4129,0637m152,4129,243754,9010,0,0,0,63.79044334926423,-15.1966178022406,test
39627421460205313,0647m152-3841,0647m152,3841,243758,9010,0,0,0,64.82895644307845,-15.25427598685196,train
39627421472784866,0655m152-482,0655m152,482,243761,9010,0,0,0,65.45282639217781,-15.30382302339178,train
39627421472787702,0655m152-3318,0655m152,3318,243761,9010,0,0,0,65.57524495041584,-15.31402621439432,train
39627421481178303,0660m152-5311,0660m152,5311,243763,9010,0,0,0,66.18526582628557,-15.34458320692741,val
39627421497952402,0671m152-2194,0671m152,2194,243767,9010,0,0,0,67.10010347197571,-15.33494822410413,train
39627421502144831,0673m152-319,0673m152,319,243768,9010,0,0,0,67.25412589987837,-15.21327165239293,train
39627421502147904,0673m152-3392,0673m152,3392,243768,9010,0,0,0,67.38354558328209,-15.20702963317778,train
39627421506341537,0676m152-2721,0676m152,2721,243769,9010,0,0,0,67.68097217926743,-15.28602840016112,train
39627426761809558,0316m150-7830,0316m150,7830,245022,9010,0,0,0,31.75475280425412,-15.0048720556373,train
39627426761810277,0316m150-8549,0316m150,8549,245022,9010,0,0,0,31.77505551905518,-14.91572060491505,train
39627426770192029,0321m150-1693,0321m150,1693,245024,9010,0,0,0,32.11324302467196,-14.88070607453649,train
39627426770193510,0321m150-3174,0321m150,3174,245024,9010,0,0,0,32.15305392469566,-15.0863735655416,test
39627426778582498,0327m150-3554,0327m150,3554,245026,9010,0,0,0,32.68017071104549,-14.91010917614581,train
39627426786973182,0332m150-5630,0332m150,5630,245028,9010,0,0,0,33.24787686738237,-14.87822245714866,train
39627426929577159,0420m150-3271,0420m150,3271,245062,9010,0,0,0,42.01019773012117,-15.0464527986232,train
39627426937965728,0425m150-3232,0425m150,3232,245064,9010,0,0,0,42.50466129009089,-14.8830639952865,train
39627426942159686,0428m150-2886,0428m150,2886,245065,9010,0,0,0,42.74616956731656,-15.08337694410564,train
39627426954742150,0435m150-2438,0435m150,2438,245068,9010,0,0,0,43.52665844512605,-14.91487361536102,train
39627426967322906,0443m150-282,0443m150,282,245071,9010,0,0,0,44.23144130693829,-15.0743420396862,test
39627426975716528,0448m150-5296,0448m150,5296,245073,9010,0,0,0,44.93408033326605,-15.08645924001739,val
39627426979911769,0451m150-6233,0451m150,6233,245074,9010,0,0,0,45.23590545968047,-15.05156129078047,val
39627426988299840,0456m150-5696,0456m150,5696,245076,9010,0,0,0,45.69685248938691,-15.07969422346473,val
39627426992490556,0459m150-2108,0459m150,2108,245077,9010,0,0,0,45.84788034165997,-15.02073287447555,train
39627426996683280,0461m150-528,0461m150,528,245078,9010,0,0,0,46.0502734084768,-15.07989975055332,train
39627427005075435,0466m150-4075,0466m150,4075,245080,9010,0,0,0,46.66942808620422,-14.89212956104171,train
39627427038627718,0487m150-1926,0487m150,1926,245088,9010,0,0,0,48.68649129858617,-15.08661749198375,train
39627427038631704,0487m150-5912,0487m150,5912,245088,9010,0,0,0,48.82112345619662,-15.02174745883881,train
39627427038632411,0487m150-6619,0487m150,6619,245088,9010,0,0,0,48.84153111589155,-14.90983839368513,train
39627427042822456,0490m150-2360,0490m150,2360,245089,9010,0,0,0,48.94682594547245,-15.08635449193382,train
39627427042822478,0490m150-2382,0490m150,2382,245089,9010,0,0,0,48.94743859727825,-15.06200573897081,train
39627427047016478,0492m150-2078,0492m150,2078,245090,9010,0,0,0,49.21229658745463,-15.01730443884057,train
39627427051216254,0495m150-7550,0495m150,7550,245091,9010,0,0,0,49.64687441420017,-15.10002233810793,train
39627427059603127,0500m150-5815,0500m150,5815,245093,9010,0,0,0,50.1005051659027,-15.09204857186746,train
39627427076377200,0510m150-2672,0510m150,2672,245097,9010,0,0,0,51.0430031890937,-15.00723503134316,train
39627427097351919,0523m150-5871,0523m150,5871,245102,9010,0,0,0,52.43895917668849,-14.9718093394916,train
39627427109936096,0531m150-7136,0531m150,7136,245105,9010,0,0,0,53.25283332076219,-15.10658124331455,train
39627427122517481,0539m150-5609,0539m150,5609,245108,9010,0,0,0,53.96313951719308,-15.05591599684352,train
39627427122519619,0539m150-7747,0539m150,7747,245108,9010,0,0,0,54.02760237346764,-15.02461471822649,test
39627427135099336,0546m150-4552,0546m150,4552,245111,9010,0,0,0,54.70789326962775,-15.11860066712955,train
39627427139292521,0549m150-3433,0549m150,3433,245112,9010,0,0,0,54.93914543659582,-14.95031796547367,train
39627427206400956,0590m150-3004,0590m150,3004,245128,9010,0,0,0,59.05936675827295,-14.94968850452214,train
39627427206402208,0590m150-4256,0590m150,4256,245128,9010,0,0,0,59.09728589412176,-15.09436318658744,train
39627427210599108,0593m150-6852,0593m150,6852,245129,9010,0,0,0,59.40989294785089,-15.11943023513552,train
39627427214790859,0596m150-4299,0596m150,4299,245130,9010,0,0,0,59.58723060859177,-15.10247842930497,train
39627427214792216,0596m150-5656,0596m150,5656,245130,9010,0,0,0,59.62177950358954,-15.0189848778074,train
39627427231564220,0606m150-444,0606m150,444,245134,9010,0,0,0,60.52389322974465,-14.88795475613485,train
39627427231570966,0606m150-7190,0606m150,7190,245134,9010,0,0,0,60.67582457586506,-14.89287839956686,val
39627427244148836,0614m150-2148,0614m150,2148,245137,9010,0,0,0,61.35689545598355,-14.97157443815121,train
39627427256730422,0621m150-822,0621m150,822,245140,9010,0,0,0,62.09307527611642,-15.09372549341498,train
39627427256731712,0621m150-2112,0621m150,2112,245140,9010,0,0,0,62.13072484986658,-14.96376219795873,train
39627427265124399,0627m150-6191,0627m150,6191,245142,9010,0,0,0,62.80865250101026,-14.91031677013797,train
39627427273511273,0632m150-4457,0632m150,4457,245144,9010,0,0,0,63.27604554062911,-14.99800113406204,test
39627427273512757,0632m150-5941,0632m150,5941,245144,9010,0,0,0,63.32849989210425,-15.01681411070562,train
39627427298676206,0647m150-3566,0647m150,3566,245150,9010,0,0,0,64.80136463624278,-15.11120079040372,train
39627427302868767,0650m150-1823,0650m150,1823,245151,9010,0,0,0,64.98969826778847,-14.97004979153225,train
39627427302870703,0650m150-3759,0650m150,3759,245151,9010,0,0,0,65.07663891003328,-15.02404908104084,train
39627427311256876,0655m150-1324,0655m150,1324,245153,9010,0,0,0,65.49492032832352,-14.98149431486696,test
39627427319646676,0660m150-2516,0660m150,2516,245155,9010,0,0,0,66.08928309162135,-15.05241955708798,train
39627427340616118,0673m150-438,0673m150,438,245160,9010,0,0,0,67.25549425528898,-15.07082719868363,train
39627427340620280,0673m150-4600,0673m150,4600,245160,9010,0,0,0,67.4093010970255,-14.99546070117804,train
39627432600277373,0316m147-4477,0316m147,4477,246414,9010,0,0,0,31.62381665898068,-14.82439063062489,train
39627432600279751,0316m147-6855,0316m147,6855,246414,9010,0,0,0,31.68442999105084,-14.85397252259055,train
39627432608662218,0321m147-714,0321m147,714,246416,9010,0,0,0,32.0413259729896,-14.77495051472321,train
39627432608670095,0321m147-8591,0321m147,8591,246416,9010,0,0,0,32.26997283157253,-14.7264440665293,train
39627432612864529,0324m147-8721,0324m147,8721,246417,9010,0,0,0,32.526816438018,-14.64389772024176,train
39627432612864931,0324m147-9123,0324m147,9123,246417,9010,0,0,0,32.53741403186491,-14.85283218302878,test
39627432621246432,0329m147-2016,0329m147,2016,246419,9010,0,0,0,32.84794057790874,-14.69428731043975,train
39627432768050820,0419m147-5764,0419m147,5764,246454,9010,0,0,0,41.9976158997662,-14.65838687687654,train
39627432772240917,0422m147-1557,0422m147,1557,246455,9010,0,0,0,42.13596024184533,-14.68158865717707,train
39627432772243825,0422m147-4465,0422m147,4465,246455,9010,0,0,0,42.22265672119772,-14.79845229027668,val
39627432780632542,0427m147-4574,0427m147,4574,246457,9010,0,0,0,42.7576319562882,-14.6509838921957,train
